Name,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014
Owen,0.143282,0.136354,0.157604,0.131574,0.13784,0.154251,0.149177,0.130038,0.124737,0.133779,0.153794,0.1483,0.127639,0.144261,0.12849,0.133744,0.135358,0.118104,0.130921,0.130473,0.134195,0.136649,0.125589,0.127578,0.131028,0.12981,0.120248,0.11074,0.121482,0.114454,0.118135,0.121079,0.117127,0.112788,0.112829,0.108865,0.106366,0.113403,0.109425,0.094729,0.112199,0.122103,0.112406,0.112075,0.101477,0.101888,0.103478,0.10287,0.096007,0.090928,0.085947,0.086348,0.082962,0.085363,0.084497,0.094093,0.074927,0.091287,0.077121,0.087778,0.087625,0.083057,0.090108,0.089215,0.07847,0.091162,0.09081,0.084926,0.086619,0.076794,0.07506,0.079099,0.075777,0.075844,0.076389,0.05358,0.067628,0.068044,0.08337,0.078509,0.068241,0.057177,0.083505,0.078442,0.067012,0.068072,0.07738,0.062538,0.073821,0.074703,0.073432,0.073825,0.051809,0.053492,0.052934,0.06125,0.061506,0.055569,0.056438,0.044291,0.058322,0.0464,0.0461,0.038339,0.036353,0.044897,0.035138,0.02985,0.025487,0.034402,0.029724,0.031468,0.031416,0.021907,0.021904,0.015123,0.021802,0.031831,0.021961,0.022156,0.015274,0.026143,0.013089,0.019561,0.019277,0.020665,0.027934,0.020679,0.013764,0.021,0.026684,0.035466,0.021843,0.023969,0.035917,0.025713,0.027143,0.031847,0.039012,0.022621,0.030423,0.01592,0.052288,0.054814,0.045167,0.062783,0.049713,0.032496,0.028068,0.057053,0.04281,0.041833,0.064989,0.075616,0.032673,0.096328,0.042067,0.046648,0.099031,0.118646,0.312268,0.38848,0.180029,0.365138,0.396895,0.383315,0.219941,0.235564,0.301954,0.387956,0.296053,0.27785,0.198751,0.074892,0.150319,0.145651,0.069061
Paige,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000438,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001358,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00325,0,0.003356,0.006586,0.006436,0.035448,0.124009,0.151484,0.285972,0.291466,0.3332,0.304166,0.322569,0.300558,0.321243,0.138022,0.245421,0.221794,0.422773,0.180465,0.216464,0.272351,0.253015,0.230263,0.182339,0.189286,0,0.07516,0.104037,0.046041
Pamela,0.016661,0.009569,0.011144,0.010304,0.01122,0.010283,0.015822,0.010463,0.004252,0.010642,0.013309,0.018538,0.019214,0.018444,0.016788,0.020776,0.016293,0.015077,0.012351,0.01354,0.014423,0.014259,0.014672,0.017397,0.02485,0.007867,0.008866,0.012121,0.010847,0.012187,0.010184,0.009916,0.015856,0.015403,0.009201,0.014387,0.009587,0.008165,0.013079,0.007646,0.009812,0.008784,0.010579,0.011729,0.006396,0.008273,0.00933,0.006429,0.0064,0.006091,0.004341,0.005557,0.006049,0.008288,0.008408,0.006632,0.005472,0.007402,0.005774,0.004121,0.004095,0.0057,0.006172,0.003551,0.004288,0.004753,0.004779,0.005253,0.005041,0.003278,0.00595,0.007148,0.004827,0.008058,0.004304,0.005894,0.005325,0.010039,0.012443,0.01174,0.021586,0.043399,0.035709,0.046142,0.048919,0.068072,0.074665,0.082403,0.093406,0.116204,0.168974,0.220655,0.211103,0.269134,0.287234,0.288995,0.286442,0.323863,0.395897,0.38267,0.439593,0.484249,0.518622,0.657732,0.643356,0.703642,0.749856,0.688111,0.746006,0.750596,0.664328,0.672331,0.622378,0.614491,0.636439,0.555787,0.646361,0.600968,0.556335,0.469949,0.468805,0.388872,0.37555,0.363832,0.351041,0.276684,0.293865,0.25504,0.230227,0.319203,0.200127,0.244716,0.192945,0.189907,0.153644,0.126422,0.141746,0.095541,0.069354,0.040718,0.07823,0.067659,0.059757,0.054814,0.052695,0.03488,0.036456,0.045494,0.035085,0.023492,0.013172,0.006436,0.002954,0.006049,0.005941,0.00602,0.00601,0.006664,0,0.003708,0,0,0,0,0.005837,0.005637,0,0.0191,0,0,0,0,0,0,0,0,0
Pamelia,0.002499,0.00319,0.003184,0.00317,0.004007,0.004746,0.003767,0.007473,0.008505,0.004561,0.001479,0.002139,0.001372,0.001317,0.001291,0.001948,0.000627,0.003141,0.000618,0.001231,0.003762,0.000594,0.001174,0.00232,0.001694,0.000562,0.001108,0.003306,0.001085,0.00106,0.002037,0,0.002557,0.000994,0.000968,0.000959,0.000913,0.000454,0.000872,0,0.000853,0,0,0,0.001705,0.000435,0.000424,0,0.000427,0.000435,0.000434,0,0.001296,0.001658,0,0.000829,0.000421,0,0,0,0.000409,0.000814,0,0,0.000429,0.001728,0.000434,0,0,0.000468,0.000458,0,0.000483,0.000474,0,0,0.001065,0.001115,0,0,0.000696,0.000689,0,0,0,0.000695,0.000679,0,0,0.001509,0,0,0,0.001672,0.001736,0.002588,0,0,0.00249,0.000886,0.001741,0.001687,0.000887,0.001704,0.000845,0.000774,0.000748,0,0,0,0,0.000768,0,0,0,0.00126,0,0,0,0,0,0,0.001007,0.001956,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pamila,0.000833,0.001595,0,0,0,0,0,0.002242,0.002835,0.003801,0,0,0.000686,0,0,0,0.000627,0.000628,0,0.001231,0,0.001188,0.000587,0.00058,0.001694,0,0.000554,0.002204,0.001627,0,0,0,0,0,0,0.000959,0.000457,0,0,0.001274,0,0.000439,0.000441,0,0.000426,0.000435,0.000424,0,0.000427,0,0,0,0,0,0,0,0,0,0.000412,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000483,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pansy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00048,0,0,0,0.000425,0,0,0,0,0.000426,0.000435,0.000424,0,0.000427,0.000435,0.000868,0.000427,0.000432,0.001658,0.001682,0.001244,0.000421,0.000411,0.000412,0,0.001638,0.000407,0.002057,0.002219,0.001286,0.001728,0.001303,0.000876,0.000917,0.001405,0.001831,0.003336,0.001931,0.00237,0.003228,0.001607,0.00213,0.002231,0.003733,0.002935,0.001393,0.002756,0.003846,0.001154,0.00067,0.000695,0.004073,0.008829,0.003766,0.004527,0.001579,0.004101,0.000773,0.003343,0.002603,0.000863,0.000879,0.000868,0.00083,0,0,0,0.000887,0,0,0,0,0.000786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.005531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Paris,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000646,0,0,0,0.000618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000743,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001995,0,0,0,0,0,0,0,0,0,0,0,0,0.006499,0.003509,0,0.006586,0.019308,0.017724,0.009074,0.023762,0.012041,0.018029,0.023324,0.01061,0.033369,0.07026,0.018677,0,0,0.064204,0.05637,0.078953,0.127332,0.035524,0.016868,0,0.008683,0.018929,0,0,0,0
Parker,0.003332,0.000797,0.001592,0.002378,0.002404,0.003955,0.006027,0.002989,0.004961,0,0.002218,0.004278,0.002745,0.003294,0.000646,0.001298,0.003133,0.003141,0,0.002462,0.003762,0.001188,0.003521,0.003479,0.001694,0.003372,0.002771,0.002204,0.001627,0.00053,0.001018,0.002088,0.002557,0.001491,0.001937,0.000959,0.001826,0.000454,0.00218,0.002974,0.001706,0.002635,0.003526,0.003041,0.002558,0.001742,0.001272,0.002143,0.001707,0.001305,0.000434,0.000855,0.001296,0.001658,0.001261,0.003316,0.002526,0.002467,0.000412,0.001648,0.001638,0.000407,0.000823,0.000888,0.001286,0.001728,0.000434,0.000876,0.001375,0,0,0.000477,0,0.000948,0,0,0,0.001673,0,0,0,0.001378,0,0.001154,0,0.000695,0,0,0.000753,0.000755,0,0.00082,0.000773,0,0,0,0,0.000868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.046041
Parkinson,0.000833,0.000797,0,0,0.001603,0.001582,0.000753,0.002989,0.002835,0.00152,0.001479,0.000713,0,0.000659,0.000646,0,0,0.000628,0.000618,0,0,0,0.000587,0.00058,0,0.000562,0.001108,0.001102,0.000542,0.00053,0.000509,0.000522,0.000511,0,0.000968,0.000959,0.000913,0.000454,0,0.00085,0.000853,0.000439,0.000441,0.000434,0,0,0.000424,0,0.000427,0,0.000434,0.000427,0,0.000414,0,0.000415,0.000421,0.000411,0.000412,0.000412,0,0,0,0,0,0,0,0.000438,0,0,0,0,0,0,0.000538,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parmjit,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001089,0,0.001956,0,0.004592,0.011174,0.009191,0.011261,0,0.001482,0.007093,0.005461,0.001844,0,0,0.006032,0.007962,0,0,0,0,0.003735,0,0.007528,0.006976,0,0,0,0,0,0,0,0,0,0.00301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parthena,0.000833,0.000797,0,0,0.000801,0,0.00226,0.001495,0,0,0.000739,0.001426,0,0.000659,0,0,0,0,0.001853,0.001231,0.000627,0.000594,0,0.00174,0.00113,0.000562,0.001108,0.001102,0.001085,0.00053,0.001528,0.000522,0,0,0,0.00048,0.000913,0.001361,0.001744,0.001274,0.000427,0.001318,0,0.000434,0,0.000435,0.000848,0.000429,0.000427,0.00087,0,0,0.000864,0,0,0,0.000421,0.000411,0.000412,0,0,0,0,0,0.000858,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016447,0,0,0,0,0,0
Parthenia,0.001666,0.001595,0,0,0,0.000791,0.000753,0,0.001417,0.00152,0,0.000713,0,0,0,0.001298,0.000627,0.000628,0.000618,0,0.001254,0,0.000587,0.00058,0.000565,0,0.000554,0,0.000542,0.00053,0,0.000522,0.000511,0.000497,0.000484,0.000959,0.000457,0.000907,0.000436,0.000425,0,0.000439,0,0.000869,0,0.000435,0,0.000429,0.000427,0.000435,0.001736,0.000855,0.000432,0.000829,0,0,0,0,0.000412,0,0.000409,0.000407,0.000411,0,0.000429,0,0.000434,0,0,0.001405,0,0,0,0.000474,0,0,0,0.001115,0,0,0,0,0.000549,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Parveen,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.001117,0,0.005005,0.0084,0.00593,0.003547,0.00182,0.005531,0.015963,0.002143,0.015079,0,0,0.009049,0.008692,0.0199,0,0.015661,0.011292,0.013952,0.003314,0.00325,0,0.006712,0.003293,0,0.002954,0.003025,0,0,0,0,0,0.003708,0.003903,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pasquale,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000432,0,0,0,0,0.000822,0.001237,0,0.000409,0.000407,0.000411,0,0.000858,0.000864,0.000869,0,0,0,0,0,0.000483,0.000948,0,0,0,0.000558,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000773,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0.000768,0,0,0,0,0.001282,0.002546,0,0.002332,0.00235,0,0.001007,0.000978,0.004058,0.001148,0,0.002298,0.001251,0.0014,0.001482,0.00532,0.00364,0.003688,0,0,0,0,0.004335,0,0,0,0.003735,0,0,0,0.003314,0,0,0,0,0,0,0,0,0.00301,0.003005,0,0.007074,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pat,0,0,0,0,0,0,0,0,0,0,0,0,0.000686,0,0.000646,0,0.000627,0,0.001235,0,0,0.000594,0.000587,0.00058,0.000565,0.002248,0.001108,0.001653,0,0,0,0.000522,0.001023,0,0,0.000959,0,0.000454,0.001308,0.001274,0,0,0,0.000434,0.000853,0,0,0.000429,0,0,0,0.000427,0,0,0.00042,0.000829,0,0.000411,0.000412,0,0,0,0,0,0,0,0,0.000876,0,0,0,0,0,0,0.000538,0,0,0,0.001244,0,0,0,0.000549,0.000577,0.00268,0,0,0,0.000753,0,0.001579,0.00082,0,0.000836,0,0,0.001757,0.002605,0.00415,0.001772,0.002611,0.005062,0.00266,0.003408,0.001691,0.000774,0.002243,0.001571,0.000689,0.003127,0.001486,0.001535,0.002547,0,0.001217,0.00126,0,0,0,0,0.001175,0,0.003021,0.001956,0.001015,0.003444,0,0,0.001251,0.0056,0.001482,0.001773,0,0.003688,0,0,0,0.003981,0,0,0,0,0,0,0.003764,0,0,0,0.007017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patience,0.019993,0.019935,0.023083,0.016645,0.019234,0.021358,0.024109,0.023915,0.024097,0.022803,0.022921,0.021389,0.016469,0.015809,0.012914,0.018828,0.015666,0.011308,0.012969,0.01354,0.011287,0.014259,0.011737,0.017397,0.009036,0.008991,0.010529,0.014325,0.013558,0.012717,0.007129,0.009916,0.010229,0.009937,0.014527,0.012469,0.006848,0.009526,0.006975,0.010195,0.005546,0.007906,0.007494,0.007385,0.008527,0.006096,0.010602,0.007287,0.005974,0.007831,0.010418,0.008977,0.009506,0.009116,0.007567,0.005389,0.003788,0.008224,0.006186,0.004945,0.005323,0.006921,0.005349,0.007102,0.007718,0.00432,0.003476,0.007442,0.003208,0.003278,0.006408,0.005242,0.003379,0.002844,0.001614,0.00643,0.00426,0.005577,0.004355,0.005136,0.003482,0.005511,0.005494,0.004614,0.003351,0.002778,0.002036,0.001471,0.001507,0.003018,0.003948,0.002461,0.003866,0.001672,0.003471,0.002588,0.003515,0.000868,0.00166,0.003543,0.003482,0.003375,0,0,0,0.003096,0.000748,0.000786,0.001378,0.000625,0,0,0.000849,0.001095,0,0,0.002565,0,0.00366,0.001166,0,0,0.001007,0.000978,0,0,0,0,0,0,0,0,0,0.003688,0,0,0,0,0.004335,0,0,0,0,0.011746,0,0,0,0.006499,0,0,0,0,0,0,0,0,0,0,0.007074,0,0,0,0,0,0,0,0,0,0.005921,0.008434,0,0,0,0,0,0,0
Patrica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000409,0,0,0,0,0,0,0,0,0.000468,0,0,0,0.000474,0.000538,0,0.000533,0.000558,0.000622,0,0,0,0.001099,0.001154,0.00067,0,0.002715,0,0.000753,0.001509,0.001579,0.00082,0.00232,0.003343,0.000868,0.005176,0.006151,0.003473,0.00332,0.002657,0.005223,0.006749,0.007979,0.003408,0.000845,0.00387,0.000748,0.003928,0.002755,0.008131,0.001486,0.004605,0.005095,0.004381,0,0.00126,0.00513,0.007639,0.00488,0.001166,0.00235,0,0.001007,0,0.002029,0.001148,0,0.002298,0,0.0042,0,0,0,0,0,0,0,0,0,0,0,0,0.003735,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patricia,0.000833,0,0,0,0,0,0,0,0,0.00076,0.000739,0,0,0.000659,0,0,0,0.000628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000484,0,0.000457,0,0.000436,0.000425,0,0.002196,0.000882,0,0.000426,0.000435,0.000848,0,0,0,0,0.000427,0,0,0.000841,0.000829,0.000421,0.001645,0.000412,0.001236,0.003685,0.002443,0.002469,0.001332,0.004717,0.002592,0.00869,0.009631,0.010083,0.008897,0.010984,0.012389,0.01641,0.018487,0.032815,0.030005,0.030885,0.031233,0.037952,0.052829,0.066848,0.118487,0.135146,0.139003,0.171552,0.190323,0.240965,0.336235,0.408274,0.486701,0.575616,0.712001,0.792601,0.860894,0.978852,1.137864,1.369827,1.551592,1.689823,1.842485,2.053465,2.119223,2.297893,2.394077,2.484656,2.32767,2.131445,2.03527,2.023103,2.202999,2.119312,1.756042,1.536842,1.655074,1.463931,1.345987,1.302982,1.236313,1.084609,0.932901,0.850664,0.795172,0.67458,0.635728,0.543809,0.416748,0.415656,0.321673,0.279026,0.246402,0.188268,0.17201,0.127416,0.165938,0.085801,0.100709,0.060317,0.071656,0.095362,0.049767,0.065192,0.039799,0.052288,0.050899,0.022584,0.031392,0.026514,0.035746,0.007017,0.010068,0.019758,0.003218,0.011816,0.018148,0.011881,0.00301,0.021034,0.003332,0.01061,0.003708,0.007807,0.003735,0,0,0,0,0.00564,0,0,0,0,0,0,0,0,0,0
Patrick,0.103296,0.074157,0.063679,0.059446,0.052091,0.056954,0.053493,0.068756,0.068747,0.06613,0.06063,0.064168,0.065878,0.10869,0.123324,0.148027,0.132225,0.146373,0.14636,0.18217,0.186243,0.191308,0.210684,0.198325,0.194847,0.204548,0.205585,0.178506,0.195782,0.210892,0.196042,0.211889,0.161624,0.188311,0.188371,0.162578,0.172104,0.1633,0.159124,0.158448,0.168938,0.149335,0.133564,0.149868,0.14923,0.132367,0.136981,0.108442,0.112648,0.114421,0.110255,0.102165,0.115801,0.086606,0.108038,0.101139,0.101025,0.098688,0.087844,0.091075,0.086396,0.074914,0.092166,0.075455,0.101625,0.089002,0.101237,0.12126,0.126491,0.115659,0.12632,0.125796,0.124526,0.112818,0.11835,0.137701,0.122477,0.13051,0.122567,0.123267,0.123251,0.137775,0.142287,0.124007,0.154799,0.150035,0.151367,0.178786,0.174759,0.172798,0.169763,0.170618,0.172439,0.178865,0.165745,0.184612,0.162552,0.199701,0.184254,0.191335,0.209786,0.211754,0.186172,0.190845,0.199516,0.174169,0.163727,0.170457,0.185296,0.180768,0.180572,0.15657,0.180855,0.193877,0.136293,0.157536,0.185957,0.22027,0.198865,0.191245,0.210316,0.174284,0.193313,0.186806,0.171462,0.152693,0.17766,0.240106,0.158907,0.218402,0.185303,0.156051,0.160181,0.129063,0.103759,0.094281,0.072381,0.071656,0.060685,0.040718,0.095615,0.075619,0.037348,0.070475,0.101626,0.069759,0.109369,0.087739,0.098239,0.073833,0.102084,0.086884,0.064989,0.136108,0.169305,0.171583,0.093149,0.086632,0.190988,0.152015,0.105391,0.085914,0.18603,0.197534,0.116734,0.107103,0.11843,0.095499,0.065127,0.101206,0.008224,0.095511,0.085179,0.056169,0.05637,0.083229,0.069061
Patsy,0.000833,0,0,0,0,0,0,0,0,0.00152,0,0,0,0.000659,0,0,0.000627,0.000628,0.000618,0.000615,0.000627,0.000594,0.000587,0.00058,0,0.000562,0.000554,0,0.001085,0,0.000509,0.000522,0.001023,0.000497,0,0.000959,0,0,0.000436,0,0.000427,0.000878,0,0.000434,0,0,0,0.000429,0.000853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000679,0.000736,0,0.001509,0,0.00082,0.003093,0.000836,0.000868,0,0.000879,0.000868,0.00166,0,0.00087,0.000844,0,0.001704,0.000845,0.001548,0,0.000786,0,0.001876,0,0,0,0,0.001217,0,0,0.001273,0,0.001166,0.00235,0,0,0,0.001015,0.001148,0.004469,0.005744,0.001251,0.0042,0.004447,0.00532,0.00182,0.001844,0.003991,0.002143,0.003016,0.007962,0.004335,0,0.004346,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00297,0,0,0,0,0,0,0,0,0,0.011673,0,0,0.006367,0.005921,0,0,0,0,0,0,0,0
Pattie,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000627,0.000594,0,0,0,0,0,0,0,0.00053,0.000509,0.001044,0,0.001491,0.000484,0.00048,0.000457,0.001361,0.001308,0.002549,0.00128,0.001318,0.002204,0.003041,0.002985,0.001742,0.003393,0.002143,0.002987,0.00348,0.003039,0.002565,0.004321,0.004144,0.002102,0.004145,0.006314,0.004523,0.002887,0.004121,0.002866,0.0057,0.005349,0.005326,0.004288,0.005617,0.00391,0.006129,0.007333,0.003278,0.003204,0.003812,0.004827,0.003318,0.005917,0.004286,0.001598,0.003346,0.002489,0.002201,0.002089,0.004133,0.001099,0.00173,0.00134,0.002084,0.002715,0.001471,0.001507,0,0.001579,0.003281,0.000773,0.000836,0,0.000863,0,0,0.00083,0,0,0,0,0,0,0,0.000748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Patty,0,0,0,0.000793,0.000801,0,0,0.000747,0,0.00076,0,0.000713,0,0,0.000646,0,0,0,0,0,0.000627,0,0.000587,0,0,0,0.001108,0.001102,0.000542,0.00159,0,0.000522,0.002046,0.000994,0.000484,0.002877,0.000913,0.000454,0.001744,0.001274,0.00128,0.003953,0.000882,0.000869,0.002132,0.001306,0.001696,0.001286,0.00128,0.00174,0.00217,0.00342,0.001296,0.002072,0.000841,0.001244,0.001684,0.001234,0.000825,0.000412,0.002457,0.003257,0.001234,0.002219,0.000858,0.001728,0.000869,0.001751,0.001375,0.001405,0.002746,0.000477,0,0.00237,0.001076,0.001607,0.00213,0.001673,0.000622,0,0.001393,0.001378,0.001099,0.000577,0.00134,0,0.000679,0.001471,0.001507,0.001509,0,0.001641,0.001547,0,0,0,0.000879,0.000868,0,0,0,0,0,0.000852,0.000845,0,0.000748,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
